codeCPV_2,codeCPV_FR
42418900,Machines de chargement ou de manutention
42418910,Matériel de chargement
42418920,Matériel de déchargement
42418930,Chariots à prise latérale
42418940,Matériel de manutention de conteneurs
42419000,Pièces pour matériel de levage et de manutention
42419100,Pièces pour grues
42419200,Pièces pour chariots de manutention
42419500,"Pièces pour ascenseurs, skips ou escaliers mécaniques"
42419510,Pièces pour ascenseurs
42419520,Pièces pour skips
42419530,Pièces pour escaliers mécaniques
42419540,Pièces pour trottoirs roulants
42419800,Pièces pour transporteurs
42419810,Pièces pour convoyeurs à bande
42419890,Pièces pour convoyeurs à godets
42419900,Pièces pour machines d'extraction et autre matériel de levage ou de manutention
42420000,"Godets, pelles, grappins et grips pour grues ou excavateurs"
42500000,Matériel de réfrigération et de ventilation
42510000,"Échangeurs de chaleur, matériel de climatisation et de réfrigération et matériel de filtration"
42511000,Échangeurs de chaleur et appareils de liquéfaction de l'air ou d'autres gaz
42511100,Échangeurs de chaleur
42511110,Pompes à chaleur
42511200,Appareils de liquéfaction de l'air ou d'autres gaz
42512000,Installations de climatisation
42512100,Machines de climatisation de type fenêtre
42512200,Machines de climatisation de type mural
42512300,Unités de climatisation
42512400,Appareils de climatisation pour véhicules
42512500,Pièces pour machines de climatisation
42512510,Registres
42512520,Volets d'aération
42513000,Matériel de réfrigération et de congélation
42513100,Matériel de congélation
42513200,Matériel de réfrigération
42513210,Présentoirs frigorifiques
42513220,Comptoirs frigorifiques
42513290,Matériel industriel de réfrigération
42514000,Machines et appareils de filtration ou de purification des gaz
42514200,Épurateurs électrostatiques d'air et de gaz
42514300,Appareils de filtration
42514310,Filtres à air
42514320,Filtres à gaz
42515000,Chaudière de chauffage urbain
42520000,Matériel de ventilation
42521000,Matériel de désenfumage
42522000,Ventilateurs à usages non domestiques
42522100,Pièces pour ventilateurs
42530000,Pièces pour matériel de réfrigération et de congélation et pompes à chaleur
42531000,Pièces pour matériel de réfrigération
42532000,Pièces pour matériel de congélation
42533000,Pièces pour pompes à chaleur
42600000,Machines-outils
42610000,Machines-outils à laser et centres d'usinage
42611000,Machines-outils à usage spécifique
42612000,Centre d'usinage
42612100,Centre d'usinage à broche horizontale
42612200,Centre d'usinage à broche verticale
42620000,"Tours, machines à aléser et à fraiser"
42621000,Tours
42621100,Tour CNC
42622000,Machines à fileter ou à tarauder
42623000,Fraiseuses
42630000,Machines-outils pour le travail des métaux
42631000,Machines-outils de finissage des métaux
42632000,Machines à commande numérique pour le travail des métaux
42633000,"Machines à cintrer, à plier, à dresser ou à aplanir"
42634000,Machines à forger
42635000,Machines à estamper
42636000,Presses
42636100,Presses hydrauliques
42637000,"Machines-outils à percer, à aléser ou à fraiser les métaux"
42637100,Machines-outils à percer les métaux
42637200,Machines-outils à aléser les métaux
42637300,Machines-outils à fraiser les métaux
42638000,Centre d'usinage pour le travail des métaux
42640000,"Machines-outils à travailler les matériaux durs, excepté les métaux"
42641000,"Machines-outils pour le travail de la pierre, de la céramique, du béton ou du verre"
42641100,Machines-outils pour le travail de la pierre
42641200,Machines-outils pour le travail de la céramique
42641300,Machines-outils pour le travail du béton
42641400,Machines-outils pour le travail du verre
42642000,"Machines-outils pour le travail du bois, de l'os, du liège, du caoutchouc dur ou du plastique dur"
42642100,Machines-outils pour le travail du bois
42642200,Machines-outils pour le travail de l'os
42642300,Machines-outils pour le travail du liège
42642400,Machines-outils pour le travail du caoutchouc dur
42642500,Machines-outils pour le travail du plastique dur
42650000,Outils à main pneumatiques ou à moteur
42651000,Outils à main pneumatiques
42652000,Outils à main électromécaniques
42660000,"Outils pour le brasage tendre, le brasage fort et le soudage, machines et matériel pour la trempe superficielle et la projection à chaud"
42661000,Matériel de brasage tendre et de brasage fort
42661100,Matériel de brasage tendre
42661200,Matériel de brasage fort
42662000,Matériel de soudage
42662100,Matériel de soudage électrique
42662200,Matériel de soudage non électrique
42663000,Machines pour la trempe superficielle
42664000,Matériel de fusion
42664100,Matériel de fusion pour plastique
42665000,Machines de projection métallique
42670000,Pièces et accessoires de machines-outils
42671000,Supports pour outils
42671100,Porte-outils de laboratoire
42671110,Porte-éprouvettes pour bains
42672000,Porte-pièces pour machines-outils
42673000,Appareils diviseurs spéciaux pour machines-outils
42674000,Pièces et accessoires de machines-outils pour le travail des métaux
42675000,Pièces et accessoires de machines-outils pour le travail des matériaux durs
42675100,Pièces pour scies articulées
42676000,Pièces pour outils à main
42677000,Pièces pour outils pneumatiques
42700000,"Machines pour l'industrie du textile, de l'habillement et du cuir"
42710000,Machines pour l'industrie textile
42711000,Machines de traitement de matières textiles synthétiques
42712000,Métiers à filer le textile
42713000,Métiers à tisser
42714000,Machines à tricoter
42715000,Machines à coudre
42716000,"Machines à laver, machines de nettoyage à sec et sèche-linge de blanchisserie"
42716100,Installation de lavage
42716110,Matériel de lavage
42716120,Machines à laver
42716130,Machines de nettoyage à sec
42716200,Sèche-linge
42717000,Matériel de repassage et de pliage du linge
42717100,Matériel de pliage du linge
42718000,Machines de finissage textile
42718100,Machines à repasser
42718200,Presses à repasser
42720000,Pièces pour machines de l'industrie du textile et de l'habillement
42800000,Machines de fabrication du papier ou du carton
42810000,Pièces pour machines de fabrication du papier ou du carton
42900000,Machines diverses à usage général et à usage spécial
42910000,"Appareils de distillation, de filtration ou de rectification"
42912000,Machines et appareils de filtration ou de purification de liquides
42912100,Machines et appareils de filtration de liquides
42912110,Appareils de filtration des boues de forage
42912120,Hydrocyclones
42912130,Appareils de filtration ou de purification de boissons
42912300,Machines et appareils de filtration ou de purification de l'eau
42912310,Appareils de filtration de l'eau
42912320,Appareils de désaération
42912330,Appareils de purification de l'eau
42912340,Appareils de dessalement
42912350,Matériel pour installation de filtration
42913000,"Filtres à huile, filtres à essence et filtres à air"
42913300,Filtres à huile
42913400,Filtres à essence
42913500,Filtres à aspiration d'air
42914000,Matériel de recyclage
42920000,"Machines de nettoyage de bouteilles, machines d'emballage, de pesage et de pulvérisation"
42921000,"Machines de nettoyage, de remplissage, d'emballage ou de conditionnement de bouteilles ou autres récipients"
42921100,Machines de nettoyage ou de séchage de bouteilles ou autres récipients
42921200,"Machines de remplissage ou de fermeture de bouteilles, de boîtes ou autres récipients"
42921300,Machines d'emballage ou de conditionnement
42921310,Machines de cerclage
42921320,Machines d'emballage
42921330,Machines de conditionnement
42923000,Machines de pesage et balances
42923100,Machines de pesage
42923110,Balances
42923200,Bascules
42923210,Balances de magasin
42923220,Bascules continues
42923230,Balances de vérification
42924200,Machines à jet de vapeur ou de sable
42924300,Matériel de pulvérisation
42924310,Pistolets marqueurs
42924700,"Appareils mécaniques de projection, de dispersion ou de pulvérisation"
42924710,Appareils de dispersion de gaz
42924720,Matériel de décontamination
42924730,Appareils de nettoyage à eau sous pression
42924740,Appareils de nettoyage à haute pression
42924790,Appareils de désodorisation
42930000,"Centrifugeuses, machines de calandrage ou distributeurs automatiques"
42931000,Centrifugeuses
42931100,Centrifugeuse de laboratoire et accessoires
42931110,Centrifugeuses fixées au plancher
42931120,Centrifugeuses de table
42931130,Réducteurs pour centrifugeuses
42931140,Équipement rotatif pour centrifugeuses
42932000,Machines de calandrage
42932100,Machines à laminer
42933000,Distributeurs automatiques
42933100,Distributeurs automatiques d'articles d'hygiène
42933200,Distributeurs automatiques de timbres
42933300,Distributeurs automatiques de produits
42940000,Machines pour le traitement thermique de matériaux
42941000,Machines pour le traitement thermique de gaz
42942000,Fours et accessoires
42942200,Étuves à vide
42943000,Bains thermostatiques et accessoires
42943100,Bobines de réfrigération
42943200,Bains ultrasoniques
42943210,Thermostats à immersion
42943300,Refroidisseurs à immersion
42943400,Circulateurs réfrigérés et circulateurs réfrigérés/chauffants
42943500,Refroidisseurs/recycleurs
42943600,Circulateurs à haute température
42943700,Circulateurs chauffants
42943710,Couvercles de bains
42950000,Pièces pour machines à usage général
42952000,Pièces pour centrifugeuses
42953000,Pièces pour machines de calandrage
42954000,Pièces pour machines à laminer
42955000,Pièces pour machines de filtrage
42956000,Pièces pour machines de purification
42957000,Pièces pour machines de pulvérisation
42958000,Poids pour machines de pesage
42959000,Lave-vaisselle à usage non ménager
42960000,"Systèmes de commande et de contrôle, équipement d'impression et de graphisme, matériel bureautique et matériel de traitement de l'information"
42961000,Système de commande et de contrôle
42961100,Système de contrôle des accès
42961200,Système Scada ou équivalent
42961300,Système de localisation de véhicules
42961400,Système d'expédition
42962000,Équipement d'impression et de graphisme
42962100,Système d'impression sur feuille
42962200,Presse à imprimer
42962300,Postes de travail graphique
42962400,Hectographes
42962500,Machines à graver
42963000,Presse à monnaie
42964000,Matériel bureautique
42965000,Matériel de traitement de l'information
42965100,Système de gestion d'entrepôt
42965110,Système de dépôt
42967000,Unité de contrôle
42967100,Unité de commande à distance numérique
42968000,Distributeurs
42968100,Distributeurs de boissons
42968200,Distributeurs d'articles d'hygiène
42968300,Dérouleurs de papier hygiénique
42970000,"Pièces pour lave-vaisselle et machines de nettoyage, de remplissage, d'emballage ou de conditionnement"
42971000,Pièces pour lave-vaisselle
42972000,Pièces pour machines de nettoyage
42973000,Pièces pour machines de remplissage
42974000,Pièces pour machines d'emballage
42975000,Pièces pour machines de conditionnement
42980000,Générateurs de gaz
42981000,Générateurs d'ozone
42990000,Machines diverses à usage spécifique
42991000,"Machines à papier, d'imprimerie et de reliure et parties de machines"
42991100,Machines à relier
42991110,Machines à brocher
42991200,Machines à imprimer
42991210,Machines d'impression offset
42991220,Machines de composition
42991230,Imprimantes de tickets
42991300,Système de photocomposition
42991400,"Séchoirs pour bois, pâte à papier, papier ou carton"
42991500,Pièces pour machines à imprimer ou à relier
42992000,Matériel électrique à usage spécifique
42992100,Cage de Faraday
42992200,Chambre anéchoïde
42992300,Absorbant électromagnétique
42993000,Machines pour l'industrie chimique
42993100,Chlorateurs
42993200,Installation de dosage
42994000,Machines pour le travail du caoutchouc ou du plastique
42994100,Machines pour la fabrication de fenêtres et encadrements en plastique
42994200,Machines pour le travail du plastique
42994220,Accessoires pour le contrecollage
42994230,Contrecolleuses
42995000,Machines à nettoyer diverses
42995100,Tunnel de lavage
42995200,Machines à nettoyer les plages
42996000,Machines de traitement des eaux usées
42996100,Dilacérateurs
42996110,Dilacérateurs pour le traitement des eaux usées
42996200,Presses à eaux usées
42996300,Racloirs
42996400,Mélangeurs
42996500,Filtres à eaux usées
42996600,Matériel d'oxygénation
42996700,Précipitateurs
42996800,Lits de sédimentation
42996900,Équipement de traitement des boues
42997000,Matériel pour pipelines
42997100,Machines d'inspection de la surface intérieure de pipelines
42997200,Machines de nettoyage de la surface intérieure de pipelines
42997300,Robots industriels
42998000,Système de levage de palettes
42998100,Système de récupération de palettes
42999000,Aspirateurs et cireuses à usage non ménager
42999100,Aspirateurs à usage non ménager
42999200,Cireuses à usage non ménager
42999300,Pièces pour aspirateurs à usage non ménager
42999400,Pièces pour cireuses à usage non ménager
43000000,"Équipement minier, équipement pour l'exploitation de carrières, matériel de construction"
43100000,Équipement minier
43120000,"Haveuses à charbon ou à roche, tunneliers et machines de forage ou de fonçage"
43121000,Machines de forage de puits
43121100,Outils d'exploitation des têtes de puits
43121200,Connecteurs de colonnes montantes
43121300,Matériel d'achèvement de puits
43121400,Matériel d'intervention sur puits
43121500,Matériel d'essais de puits
43121600,Appareils pour bloc obturateur de puits (BOP)
43122000,Haveuses à charbon ou à roche
43123000,Tunneliers
43124000,Machines de percement
43124100,Taupes
43124900,Matériel de forage de roches
43125000,Machines de fonçage
43130000,Matériel de forage
43131000,Plates-formes de production offshore
43131100,Matériel offshore
43131200,Unité de forage offshore
43132000,Matériel de forage pétrolier
43132100,Machines de forage
43132200,Tour de forage
43132300,Foreuses
43132400,Matériel de tubage
43132500,Dispositifs de suspension pour colonne de tubage perdue
43133000,Matériel de plate-forme pétrolière
43133100,Unités sur patins
43133200,Modules montés sur patins
43134000,Machines pour champs de pétrole
43134100,Pompes submersibles
43135000,Équipement sous-marin
43135100,Systèmes de contrôle sous-marin
43136000,Équipement de fonds de puits
43140000,Soutènements miniers mobiles à commande hydraulique
43200000,Machines de terrassement et d'excavation et pièces détachées
43210000,Machines de terrassement
43211000,Bulldozers
43212000,Bouteurs biais
43220000,Niveleuses-régleuses et niveleuses-surfaceuses
43221000,Niveleuses automotrices
43230000,Machines décapeuses
43240000,Machines à bourrer
43250000,Chargeuses à benne frontale
43251000,Chargeuses à benne frontale à pelle rétrocaveuse
43252000,Chargeuses à benne frontale sans pelle rétrocaveuse
43260000,"Pelles mécaniques, excavateurs, chouleurs et machines de mines"
43261000,Pelles mécaniques
43261100,Chouleurs mécaniques
43262000,Machines excavatrices
43262100,Excavateurs mécaniques
43300000,Machines et équipement pour la construction
43310000,Machines de génie civil
43311000,Sonnettes de battage
43312000,Machines de revêtement routier
43312100,Engins de nivelage
43312200,Épandeuses de gravillons
43312300,Machines de pavage
43312400,Rouleaux pour routes
43312500,Rouleaux mécaniques
43313000,Chasse-neige et balayeuses soufflantes
43313100,Chasse-neige
43313200,Balayeuses soufflantes
43314000,Machines pour l'arrachage des pieux
43315000,Compacteurs
43316000,Machines pour la pose de câbles
43320000,Équipement de construction
43321000,Matériel de suspension de pont
43322000,Matériel de démantèlement
43323000,Matériel d'irrigation
43324000,Matériel de drainage
43324100,Équipement de piscine
43325000,Équipement de parcs et de terrains de jeux
43325100,Matériel d'entretien de terrains
43327000,Matériel préfabriqué
43328000,Installations hydrauliques
43328100,Matériel hydraulique
43329000,Ensembles d'équipement
43400000,Machines de traitement des minéraux et de formage des moules de fonderie
43410000,Machines de traitement des minéraux
43411000,Machines de tri et de criblage
43412000,Mélangeuses de gravier et de bitume
43413000,Mélangeuses de béton ou mortier
43413100,Mélangeuses de ciment
43414000,Rectifieuses
43414100,Pulvérisateurs de charbon
43415000,Moules de fonderie
43420000,Machines de formage des moules de fonderie
43500000,Véhicules à chenilles
43600000,Pièces pour machines pour les industries excavatrices et la construction
43610000,Pièces pour machines de forage
43611000,Pièces pour machines de forage de puits
43611100,Bouchons de support
43611200,Trépans industriels
43611300,Pivots de forage
43611400,Foreurs en fer
43611500,Tables rotatives
43611600,Supports de conduites de boues
43611700,Équipement de raccordement
43612000,Pièces de machines d'extraction de puits
43612100,Suspensions de cuvelage
43612200,Équipements de suspension pour colonne de tubage perdue
43612300,Tensionneurs de riser de production
43612400,Têtes de puits
43612500,Équipement de raccordement de riser de production
43612600,Système de commande de tête de puits
43612700,Équipement pour têtes de puits
43612800,Systèmes de levage d'appareils de forage
43613000,Pièces pour haveuses à charbon ou à roche
43613100,Pièces pour haveuses à charbon
43613200,Pièces pour haveuses à roche
43614000,Pièces pour tunneliers
43620000,Pièces pour machines de traitement de minerais
43630000,Pièces pour machines de fonçage
43640000,Pièces pour excavateurs
43700000,Machines de métallurgie et pièces associées
43710000,Machines à laminer les métaux
43711000,Pièces pour machines à laminer les métaux
43720000,Machines à couler
43721000,Pièces pour machines à couler
43800000,Équipement d'atelier
43810000,Équipement pour le travail du bois
43811000,Ponceuses
43812000,Matériel de sciage
43820000,Matériel de cordonnerie
43830000,Outils à moteur
43840000,Matériel de forge
44000000,Matériaux et structures de construction; produits auxiliaires pour la construction (à l'exception des appareils électriques)
44100000,Matériaux de construction et articles connexes
44110000,Matériaux de construction
44111000,Matériaux de bâtiment
44111100,Briques
44111200,Ciment
44111210,Ciment de forage
44111300,Céramique
44111400,Peintures et revêtements muraux
44111500,Isolants et pièces isolantes
44111510,Isolants
44111511,Isolants éléctriques
44111520,Matériaux d'isolation thermique
44111530,Pièces isolantes électriques
44111540,Verre isolant
44111600,Blocs de pavage
44111700,Carreaux
44111800,Mortier (construction)
44111900,Dalles en céramique
44112000,Structures de construction diverses
44112100,Abris
44112110,Éléments d'abris
44112120,Sections profilées
44112200,Revêtements de sol
44112210,Revêtements de sol rigides
44112220,Faux planchers
44112230,Linoléum
44112240,Parquet
44112300,Cloisons
44112310,Murs de cloisonnement
44112400,Toit
44112410,Charpentes de toit
44112420,Soutènements de toit
44112430,Fermes de toit
44112500,Matériaux pour toiture
44112510,Bardeaux
44112600,Isolation acoustique
44112700,Solives
44113000,Matériaux de construction routière
44113100,Matériaux de pavage
44113120,Dalles de pavage
44113130,Pierres de pavage
44113140,Cailloux pour l'empierrement des routes
44113200,Dalles
44113300,Matériaux enrobés
44113310,Matériaux routiers enrobés
44113320,Enrobés routiers
44113330,Produits d'enrobage
44113500,Perles de verre
44113600,Bitume et asphalte
44113610,Bitume
44113620,Asphalte
44113700,Matériaux de réparation routière
44113800,Matériaux de surfaçage routier
44113810,Enduit superficiel
44113900,Matériaux d'entretien routier
44113910,Matériaux d'entretien routier hivernal
44114000,Béton
44114100,Béton prêt à l'emploi
44114200,Produits en béton
44114210,Pieux en béton
44114220,Conduites et raccords en béton
44114250,Dalles en béton
44115000,Infrastructures de bâtiment
44115100,Conduits
44115200,Matériel de plomberie et de chauffage
44115210,Matériel de plomberie
44115220,Matériel de chauffage
44115310,Volets roulants
44115400,Claires-voies
44115500,Systèmes de pulvérisation d'eau
44115600,Monte-personnes d'escalier
44115700,Stores d'extérieur
44115710,Auvents
44115800,Aménagements intérieurs de bâtiment
44115810,Rails pour rideaux et tentures
44115811,Rails pour rideaux
44115900,Dispositifs de protection contre le soleil
44130000,Conduites d'égouts
44131000,Chambres à eaux d'égouts
44132000,Éléments d'aqueducs
44133000,Bouchons en fer ductile
44134000,Raccords angulaires
44140000,Produits connexes aux matériaux de construction
44141000,Canalisation
44141100,Canalisation électrique
44142000,Charpentes
44143000,Palettes
44144000,Poteaux (construction)
44160000,"Pipelines, tuyauterie, conduites, gainage, tubage et articles connexes"
44161000,Pipelines
44161100,Gazoducs
44161110,Réseaux de distribution de gaz
44161200,Canalisations d'eau
44161400,Pipelines subaquatiques
44161410,Pipelines sous-marins
44161500,Conduites à haute pression
44161600,Conduites à basse pression
44161700,Râcleurs de conduites
44161710,Dispositifs de lancement de râcleurs
44161720,Dispositifs de réception de râcleurs
44161730,Sas pour râcleurs
44162000,Tuyauterie
44162100,Accessoires de tuyauterie
44162200,Conduites de distribution
44162300,Conduites de déversement
44162400,Trous d'homme en grès vitrifié
44162500,Conduites d'eau potable
44163000,Tuyaux et raccords
44163100,Conduites
44163110,Tuyaux d'assèchement
44163111,Tuyaux de drainage
44163112,Système de drainage
44163120,Conduites de chauffage à distance
44163121,Conduites de chauffage
44163130,Canalisations d'égouts
44163140,Conduites à vapeur et à eau
44163150,Conduites basse pression
44163160,Conduites de distribution et accessoires
44163200,Raccords de tuyauterie
44163210,Colliers de serrage pour tuyaux
44163230,Raccords pour tuyaux
44163240,Joints de tuyauterie
44163241,Joints isolants
44164000,Gainage et tubage
44164100,Gainage
44164200,Tubage
44164300,Matériel tubulaire
44164310,Tubes et raccords
44165000,"Tuyaux, conduites ascendantes et manchons"
44165100,Tuyaux
44165110,Tuyaux de forage
44165200,Conduites ascendantes
44165210,Conduites ascendantes souples
44165300,Manchons
44166000,Conduites de pétrole à grande distance
44167000,Accessoires de tuyauterie divers
44167100,Raccords
44167110,Brides
44167111,Adaptateurs de brides
44167200,Brides et colliers de réparation
44167300,"Coudes, pièces en T et accessoires de tuyauterie"
44167400,Coudes
44170000,"Plaques, tôles, bandes et feuilles connexes aux matériaux de construction"
44171000,Plaques (construction)
44172000,Tôles (construction)
44173000,Bandes
44174000,Feuilles
44175000,Panneaux
44176000,Films (construction)
44190000,Matériaux de construction divers
44191000,Matériaux divers de construction en bois
44191100,Contreplaqué
44191200,Bois stratifié
44191300,Panneaux de particules
44191400,Panneaux de fibres
44191500,Bois densifié
44191600,Panneaux de parquet
44192000,Autres matériaux de construction divers
44192100,Mousse de PVC
44192200,Clous
44200000,Produits structurels
44210000,Structures et pièces structurelles
44211000,Bâtiments préfabriqués
44211100,Bâtiments modulaires préfabriqués
44211110,Cabines
44211200,Cellules
44211300,Hôpital de campagne
44211400,Cuisines de campagne
44211500,Serres
44212000,"Produits structurels et pièces structurelles, à l'exception des bâtiments préfabriqués"
44212100,Pont
44212110,Sections de pont
44212120,Structures de pont
44212200,"Tours, mâts en treillis, derricks et pylônes"
44212210,Derricks
44212211,Mâts de forage
44212212,Mâts de forage statiques
44212220,"Pylônes, poteaux et piquets"
44212221,Pylônes
44212222,Pylônes pour lignes électriques
44212223,Socles pour pylônes
44212224,Poteaux pour lignes électriques aériennes
44212225,Poteaux
44212226,Poteaux électriques
44212227,Piquets
44212230,Tours en métal
44212233,Châteaux d'eau
44212240,Poutres
44212250,Mâts
44212260,Pylônes de radio ou de télévision
44212261,Pylônes de radio
44212262,Pylônes de télévision
44212263,Mâts en treillis
44212300,Structures et pièces
44212310,Échafaudages
44212311,Contre-fiches cintrées
44212312,Trépieds cintrés
44212313,Supports
44212314,Brides d'attache pour tuyaux
44212315,Équipement pour échafaudages
44212316,Colliers de serrage cintrés
44212317,Structures d'échafaudage
44212318,Supports pour tuyauterie
44212320,Structures diverses
44212321,Abris d'autobus
44212322,Cabines téléphoniques
44212329,Écrans de sécurité
44212380,Pièces structurelles
44212381,Revêtement métallique
44212382,Vannes
44212383,Portes d'écluse
44212390,Écluses de vidange
44212391,Portes d'écluse de vidange
44212400,Palplanches
44212410,Rideaux de palplanches
44212500,Angles et sections
44212510,Angles
44212520,Sections
44220000,Menuiserie pour la construction
44221000,"Fenêtres, portes et articles connexes"
44221100,Fenêtres
44221110,Encadrements de fenêtres
44221111,Double vitrage
44221120,Portes-fenêtres
44221200,Portes
44221210,Panneaux de portes
44221211,Encadrements de portes
44221212,Portes moustiquaires
44221213,Seuils de porte
44221220,Portes coupe-feu
44221230,Portes coulissantes
44221240,Portes de garage
44221300,Portails
44221310,Portails d'entrée
44221400,Volets
44221500,Seuils
44230000,Charpenterie pour la construction
44231000,Panneaux de clôture prêts à poser
44232000,Poutres de toiture en bois
44233000,Escaliers
44300000,"Câble, fil métallique et produits connexes"
44310000,Articles en fils métalliques
44311000,Toron tressé
44312000,Fil de fer pour clôture
44312300,Fil de fer barbelé
44313000,Filet en métal
44313100,Clôture en treillis métallique
44313200,Toile métallique
44315000,Fil machine
44315100,Accessoires de soudage
44315200,Matériaux de soudage
44315300,Matériaux de brasage tendre ou de brasage fort
44315310,Matériaux de brasage tendre
44315320,Matériaux de brasage fort
44316000,Quincaillerie
44316100,Enclumes
44316200,Forge portative
44316300,Grilles
44316400,Articles de quincaillerie
44316500,Serrurerie
44316510,Ferronnerie
44317000,Élingues en fer ou en acier
44318000,Conducteurs
44320000,Câbles et produits connexes
44321000,Câble
44322000,Accessoires pour câble
44322100,Conduites de câble
44322200,Raccords de câbles
44322300,Gaines de câble
44322400,Attaches pour câble
44330000,"Barres, tiges, fils et profilés pour la construction"
44331000,Barres (construction)
44332000,Tiges
44333000,Fil métallique
44334000,Profilés
44400000,Produits fabriqués divers et éléments connexes
44410000,Articles de salle de bains et de cuisine
44411000,Appareils sanitaires
44411100,Robinets
44411200,Baignoires
44411300,Lavabos
44411400,Receveurs de douche
44411600,Bidets
44411700,"Lunettes, abattants, cuvettes et réservoirs de chasse d'eau de WC"
44411710,Sièges de WC
44411720,Abattants de WC
44411740,Cuvettes de WC
44411750,Réservoirs de chasse d'eau
44411800,Urinoirs
44420000,Produits utilisés dans la construction
44421000,"Coffres, cassettes de sûreté et portes blindés ou armés"
44421300,Coffres-forts
44421500,Portes blindées ou armées
44421600,Coffres de valeurs
44421700,Consignes et coffres
44421710,Consignes
44421720,Coffres
44421721,Coffres à valeurs
44421722,Coffrets de sécurité
44421780,Coffres à documents
44421790,Caisses pour argent liquide
44422000,Boîtes à lettres
44423000,Article divers
44423100,Cloches
44423200,Échelles
44423220,Escaliers pliants
44423230,Escabeaux
44423300,Équipement de manutention de marchandises
44423330,Plates-formes de manutention de marchandises
44423340,Accessoires en câble pour la manutention de marchandises
44423400,Panneaux de signalisation et articles connexes
44423450,Plaques indicatrices
44423460,Plaques d'adresse
44423700,Éléments de trous d'homme
44423710,Couvercles de bouches d'incendie
44423720,Boîtes de délimitation
44423730,Cadres de trous d'homme
44423740,Couvercles de trous d'homme
44423750,Plaques d'égouts
44423760,Couvercles d'accès
44423790,Barreaux d'échelle en fer pour trous d'homme
44423800,Poinçons en métal
44423810,Timbres en caoutchouc
44423850,Formes
44423900,Anodes sacrifiées
44424000,Coffrets-compteurs et ruban
44424100,Coffrets-compteurs
44424200,Ruban adhésif
44424300,Bande réfléchissante
44425000,"Anneaux, joints, bracelets, baguettes et masses de scellement"
44425100,Anneaux élastiques
44425110,Anneaux de renfort autoadhésifs
44425200,Joints en caoutchouc
44425300,Bracelets en caoutchouc
44425400,Masses de scellement
44425500,Baguettes en plastique
44430000,Plaques de blindage
44431000,Plaques de recouvrement
44440000,Paliers de roulement
44441000,Microbilles
44442000,Roulements à rouleaux
44450000,Acier doux
44451000,Flans de monnaie
44452000,Boîtes réceptrices de monnaie
44460000,Étançons et étais miniers
44461000,Étançons
44461100,Étançons miniers
44462000,Étais miniers
44464000,Chenilles
44470000,Produits en fonte
44480000,Équipements divers de protection contre l'incendie
44481000,Échelles à plate-forme
44481100,Échelles d'incendie
44482000,Dispositifs de protection contre l'incendie
44482100,Tuyaux d'incendie
44482200,Bouches d'incendie
44500000,"Outils, serrures, clés, charnières, fermoirs, chaînes et ressorts"
44510000,Outils
44511000,Outils à main
44511100,Bêches et pelles
44511110,Bêches
44511120,Pelles
44511200,Fourches de jardinage
44511300,"Pioches, pics, houes, râteaux et râteaux de plage"
44511310,Pioches
44511320,Pics
44511330,Houes
44511340,Râteaux
44511341,Râteaux de plage
44511400,Haches
44511500,Scies à main
44511510,Lames de scies à main
44512000,Outils à main divers
44512100,Burins
44512200,Pinces
44512210,Pinces à sertir
44512300,Marteaux
44512400,Mâchoires pour fil métallique
44512500,Clés de serrage
44512600,Outils pour travaux routiers
44512610,Pointes à poinçonner le revêtement routier
44512700,Limes ou râpes
44512800,Tournevis
44512900,"Trépans, embouts de tournevis et autres accessoires"
44512910,Trépans
44512920,Embouts de tournevis
44512930,Porte-outils
44512940,Boîtes à outils
44513000,Outils à pédale
44514000,Manches d'outils et pièces d'outils
44514100,Manches d'outils
44514200,Pièces d'outils
44520000,"Serrures, clés et charnières"
44521000,Cadenas et serrures divers
44521100,Serrures
44521110,Serrures de portes
44521120,Verrous de sécurité électroniques
44521130,Verrous de sécurité renforcés
44521140,Serrures pour mobilier
44521200,Cadenas et chaînes
44521210,Cadenas
44522000,"Fermoirs, pièces pour serrures et clés"
44522100,Fermoirs
44522200,Clés
44522300,Pièces pour cadenas
44522400,Pièces pour serrures
44523000,"Charnières, ferrures et raccords"
44523100,Charnières
44523200,Ferrures
44523300,Raccords
44530000,Attaches
44531000,Attaches filetées
44531100,Vis à bois
44531200,Crochets à vis ou bagues à pas de vis
44531300,Vis autotaraudeuses
44531400,Boulons
44531500,Ensembles de raccordements à brides
44531510,Boulons et vis
44531520,Tire-fonds et vis
44531600,Écrous
44531700,Articles filetés en fer ou en acier
44532000,Attaches non filetées
44532100,Rivets
44532200,Rondelles
44532300,Goupilles
44532400,Éclisses en acier
44533000,Attaches en cuivre
44540000,Chaînes
44541000,Chaîne à articulations
44542000,Éléments de chaîne
44550000,Ressorts
44600000,"Citernes, réservoirs, conteneurs; radiateurs et chaudières de chauffage central"
44610000,"Citernes, réservoirs, conteneurs et cuves sous pression"
44611000,Citernes
44611100,Cylindres à air
44611110,Cylindres à air comprimé
44611200,Appareils respiratoires
44611400,Réservoirs de stockage
44611410,Réservoirs à huile
44611420,Réservoirs à boues
44611500,Cuves à eau
44611600,Réservoirs
44612000,Bouteilles de gaz liquéfié
44612100,Bouteilles de gaz
44612200,Réservoirs à gaz
44613000,Grands conteneurs
44613110,Silos
44613200,Conteneurs réfrigérés
44613210,Citernes à eau
44613300,Conteneurs à marchandises standard
